10000.0,817,8501.02055880721,826035.0302361923,0
10000.0,907,8415.459834788233,827826.7112697894,0
10000.0,841,8563.946326751162,819749.6522434772,0
10000.0,898,8411.088908381555,820825.8100631561,0
10000.0,876,8515.533882310507,800912.9155816126,0
10000.0,865,8489.19819379631,830302.2995729913,0
10000.0,874,8533.760244797388,835029.2563122218,0
10000.0,827,8497.773294594348,833302.1228531864,0
10000.0,854,8552.04591299936,833471.5350858377,0
10000.0,870,8449.35603351616,813859.1147368798,0
10000.0,888,8312.737967543833,819288.8333401857,0
10000.0,852,8452.476726423876,818698.6954964929,0
10000.0,827,8410.22806982062,827678.7471312155,0
